X;Y
0.395873450536;8.23220255891
-0.274396809529;10.7278404956
-0.331573691763;9.04145064107
-0.437099615971;8.17324774495
0.825315997038;6.35482199008
-0.48906245548;9.688411696
0.000828405785404;6.56380816894
0.507686160397;13.3765950117
1.78068824726;14.4549414075
-1.86512791552;5.75162278239
-0.478295040095;11.8758755712
-0.0423798867793;7.93342379629
0.187436995682;8.52066841641
1.57580056642;13.8839495744
-0.0663426036973;1.06554087297
1.27587405415;1.30693949552
-0.844661330361;0.303275961605
-0.320815266465;12.4892976832
-1.92480137672;11.6723512642
-0.112438079188;13.0501822237
0.180860039118;14.6792751335
-0.55115377643;11.9873784633
-0.771853741942;6.92219043379
-1.18878984149;11.7079376443
1.2078364375;1.77411638803
-0.492339761454;9.59881531991
2.27915532814;2.15029931114
1.59473548484;14.1700337557
0.51913469735;7.82772482625
0.566553147622;6.21992909986
-1.08977468068;3.96833418157
-0.601384947125;11.6135053415
1.62397555379;6.84225498325
1.38740258227;8.52650923303
0.0682355197518;0.281847006545
-0.113057713064;9.26453245614
0.0179718743024;9.18143584084
-0.289663223835;9.25400995312
0.543508663522;14.1562211777
-0.513369353233;10.2273044866
-1.96706816008;5.39261850861
0.666256013032;6.55547930699
-0.669842022252;10.4644679389
-0.390345308252;0.903382074439
-1.46386168616;10.0015007317
-1.20467425408;10.0595680443
1.18517404731;3.15573841611
-0.323646901589;1.93389446482
-1.64254271407;4.73142526386
-2.23279896428;5.45566156414
1.8171604617;8.55295155627
-0.812837202917;6.57902270193
1.78475887003;14.8256075709
0.652516440808;1.53067216122
1.13698126337;3.13315134142
-0.383175335481;2.41964276827
-1.28529362556;9.79662488198
-0.818664871293;3.7993740381
0.931402727394;6.99466159284
0.791466676647;3.66638388002
0.0944930645327;2.38454375468
1.13577597768;1.65562711746
-1.07407871016;9.84494384198
-0.222499974121;2.07274427023
-1.23490058437;2.9487354252
-1.75073552359;5.53087755991
1.21602765626;12.3148984477
1.41354327144;1.4565191369
-0.68716869282;12.5691736125
1.97676075702;1.44147611841
0.809768888161;14.6468919752
2.01612043231;7.02976802472
1.77067260807;14.6514163229
1.78929981047;9.07268279618
-1.87673642072;11.088953691
1.38277159432;0.587816883815
-0.427494429144;4.24210443865
-0.311070368247;1.8029484182
-1.57693777284;4.44210296283
2.38248921705;1.78091578431
0.00756209038215;4.76974769091
-0.433620281476;6.21394491772
0.588772678077;0.962212445232
-0.034189149697;10.3870817906
-0.503566383103;8.4990218131
-1.08603998797;3.98084236409
0.893087752781;7.848720802
0.71722691171;1.40910766138
0.0168696317192;8.63919743334
1.54468122837;13.9394429636
-0.692476383353;4.77853428677
0.317121257797;10.0111556995
1.86006111279;1.97696793607
-2.30186454975;10.7449080618
-1.65050971881;4.34109139421
0.412252065801;2.74787043011
1.40454211468;8.79769402215
1.03399151811;0.301613192812
1.19402769228;12.4341004383
0.267124048689;0.0704321428882
